"Lesson_ID","Module","Lesson_Order","Lesson_Title","Script_Text","Diagram_Prompt","Diagram_File","Video_File","Audio_File","Quiz_Question","Quiz_Answer","Key_Concept","Lesson_Duration_Min"
"hvac-06-06","EPA 608 Core","6","Recovery Equipment","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

Recovery removes refrigerant from a system into an approved cylinder. Recycling cleans recovered refrigerant by removing oil and moisture for reuse. Reclamation processes refrigerant at a certified facility to ARI 700 purity standards. Recovery is required before any repair that opens the refrigerant circuit. Recovery equipment must be certified and tested annually. Recovery cylinders must never be filled above 80 percent capacity.

Here are the key terms. Write these down.

Recovery: Removing refrigerant from a system into an approved cylinder.

Recycling: Cleaning recovered refrigerant by removing oil and moisture.

Reclamation: Processing refrigerant to ARI 700 purity at a certified facility.

Here's why this matters on the job: You will recover refrigerant on almost every major repair. Proper technique prevents contamination and legal issues.

Watch out for these: Never fill recovery cylinders above 80 percent. And — Recovery equipment must be certified

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC Recovery Equipment technical diagram with labeled components","recovery-equipment.png","hvac/videos/lesson-ad1bdab2-b5b3-525a-bcff-8baecc08a99f.mp4","hvac/audio/lesson-ad1bdab2-b5b3-525a-bcff-8baecc08a99f.mp3","What is the key concept of Recovery Equipment?","Recovery removes refrigerant from a system into an approved cylinder","Recovery removes refrigerant from a system into an approved cylinder","3"
"hvac-06-07","EPA 608 Core","7","Refrigerant Sales Restrictions","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

Since January 2018 only EPA 608 certified technicians can purchase refrigerant including HFCs like R-410A. This applies to all container sizes. Sellers must verify certification before selling. Records of sales must be maintained. This regulation closed the loophole that previously allowed anyone to buy HFC refrigerants.

Here are the key terms. Write these down.

Sales Restriction: Only EPA 608 certified technicians can purchase any refrigerant since 2018.

Here's why this matters on the job: Without your EPA 608 card you cannot buy refrigerant. Period.

Watch out for these: Applies to ALL refrigerants including HFCs. And — Applies to ALL container sizes

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC Refrigerant Sales Restrictions technical diagram with labeled components","refrigerant-types.png","hvac/videos/lesson-f9bba6db-e8f3-5abe-b1bf-7a193851bd7b.mp4","hvac/audio/lesson-f9bba6db-e8f3-5abe-b1bf-7a193851bd7b.mp3","What is the key concept of Refrigerant Sales Restrictions?","Since January 2018 only EPA 608 certified technicians can purchase refrigerant including HFCs like R-410A","Since January 2018 only EPA 608 certified technicians can purchase refrigerant including HFCs like R-410A","3"
"hvac-06-08","EPA 608 Core","8","Core Practice Exam","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

EPA 608 Core practice exam covering ozone depletion, Clean Air Act, refrigerant safety, classifications, PT fundamentals, recovery/recycling/reclamation, and sales restrictions. 25 questions, must score 70 percent or higher.

Here's why this matters on the job: The Core section must be passed to earn any EPA 608 certification level.

Watch out for these: Know CFC/HCFC/HFC differences. And — Know venting penalties

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC Core Practice Exam technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-23fe3eb2-9acf-5deb-a5e1-ecfb100564f3.mp4","hvac/audio/lesson-23fe3eb2-9acf-5deb-a5e1-ecfb100564f3.mp3","What is the key concept of Core Practice Exam?","EPA 608 Core practice exam covering ozone depletion, Clean Air Act, refrigerant safety, classifications, PT fundamentals, recovery/recycling/reclamation, and sales restrictions","EPA 608 Core practice exam covering ozone depletion, Clean Air Act, refrigerant safety, classifications, PT fundamentals, recovery/recycling/reclamation, and sales restrictions","3"
"hvac-06-09","EPA 608 Core","9","EPA 608 Core Lesson 9","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

ASHRAE Standard 15 is the Safety Standard for Refrigeration Systems. It governs equipment room requirements, refrigerant detector placement, ventilation rates, and emergency shutoffs. ASHRAE Standard 34 assigns safety group designations to refrigerants based on toxicity (A=lower, B=higher) and flammability (1=none, 2L=mildly flammable, 2=flammable, 3=highly flammable). Every refrigerant has a safety group — R-410A is A1, R-32 is A2L, R-290 (propane) is A3, R-123 is B1. Knowing these classifications tells you what PPE, ventilation, and equipment is required.

Here are the key terms. Write these down.

ASHRAE 15: Safety Standard for Refrigeration Systems. Covers equipment rooms, ventilation, and emergency shutoffs.

ASHRAE 34: Refrigerant designation and safety classification standard. Assigns A/B toxicity and 1/2L/2/3 flammability ratings.

A2L: Low toxicity, mildly flammable. Burning velocity ≤10 cm/s. Includes R-32, R-454B, R-466A.

Here's why this matters on the job: When you see a new refrigerant on a system nameplate, the ASHRAE 34 safety group tells you immediately what precautions to take before you open anything.

Watch out for these: A2L refrigerants require A2L-rated equipment — you cannot retrofit. And — B-class refrigerants (R-123) require more ventilation and PPE

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC EPA 608 Core Lesson 9 technical diagram with labeled components","ref-cycle-overview.png","","","What is the key concept of EPA 608 Core Lesson 9?","ASHRAE Standard 15 is the Safety Standard for Refrigeration Systems","ASHRAE Standard 15 is the Safety Standard for Refrigeration Systems","3"
"hvac-06-10","EPA 608 Core","10","EPA 608 Core Lesson 10","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

DOT (Department of Transportation) regulates refrigerant cylinders. Every cylinder has a DOT specification stamped on the collar: the spec number, working pressure, water capacity, tare weight, and hydrostatic test date. Cylinders must be hydrostatically retested every 5 years — an expired test date means the cylinder cannot legally be refilled. Recovery cylinders are gray with yellow tops (DOT standard color). Never fill any cylinder above 80 percent of its water capacity. Disposable cylinders cannot be refilled — it is illegal and dangerous. Record keeping: technicians must keep records of refrigerant purchases and disposals for 3 years and make them available for EPA inspection.

Here are the key terms. Write these down.

Hydrostatic Test Date: Stamped on the cylinder collar. Must be within 5 years or the cylinder cannot be refilled.

Tare Weight: The empty weight of the cylinder. Used to calculate how much refrigerant is inside.

Water Capacity: The total volume of the cylinder. Never fill above 80% of this value.

Here's why this matters on the job: Check the hydrostatic test date before every recovery job. An expired cylinder at a supply house is a red flag — do not use it.

Watch out for these: Gray body, yellow top = DOT recovery cylinder color standard. And — Never refill a disposable cylinder — it is a federal violation

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC EPA 608 Core Lesson 10 technical diagram with labeled components","ref-cycle-overview.png","","","What is the key concept of EPA 608 Core Lesson 10?","DOT (Department of Transportation) regulates refrigerant cylinders","DOT (Department of Transportation) regulates refrigerant cylinders","3"
"hvac-06-11","EPA 608 Core","11","EPA 608 Core Lesson 11","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

EPA 608 has four certification types. Type I covers small appliances (5 lbs or less). Type II covers high-pressure systems (R-410A, R-22, R-134a). Type III covers low-pressure systems (R-11, R-123 chillers). Universal certification covers all three types and is the most valuable for a working technician. Each type requires a separate exam section. To earn Universal you must pass all four sections (Core plus Types I, II, and III). Certification does not expire but you must keep your card. Since 2018 you must show your certification card to purchase any refrigerant.

Here are the key terms. Write these down.

Universal Certification: Passes all four EPA 608 sections. Allows work on any refrigerant system type.

Type I: Small appliances — factory-charged systems with 5 lbs or less.

Type II: High-pressure systems — residential and commercial AC, heat pumps.

Here's why this matters on the job: Get Universal. Type II alone limits your career. Universal opens every door — residential, commercial, industrial.

Watch out for these: Core section is required for ALL certification types. And — Certification does not expire but keep your card

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC EPA 608 Core Lesson 11 technical diagram with labeled components","ref-cycle-overview.png","","","What is the key concept of EPA 608 Core Lesson 11?","EPA 608 has four certification types","EPA 608 has four certification types","3"
"hvac-06-12","EPA 608 Core","12","EPA 608 Core Lesson 12","EPA 608 is not optional. You cannot legally touch refrigerant without it. Let's make sure you pass.

A2L refrigerants are the future of the HVAC industry. The AIM Act (American Innovation and Manufacturing Act) is phasing down HFCs including R-410A. Replacements include R-454B (Opteon XL41, GWP 466), R-32 (GWP 675), and R-466A (GWP 733). All are A2L — mildly flammable. Equipment must be specifically designed and listed for A2L use. You cannot retrofit existing R-410A equipment. A2L systems require: leak detection systems, proper ventilation, elimination of ignition sources, and A2L-rated tools and equipment. The EPA 608 exam now includes A2L content.

Here are the key terms. Write these down.

AIM Act: American Innovation and Manufacturing Act. Phases down HFC production and use in the US.

R-454B: Primary A2L replacement for R-410A in new residential systems. Trade name Opteon XL41. GWP 466.

GWP: Global Warming Potential. Measured relative to CO2 (GWP=1). R-410A GWP=2,088. R-454B GWP=466.

Here's why this matters on the job: New residential systems are already shipping with R-454B. If you are not trained on A2L handling you will not be able to service new equipment within 2-3 years.

Watch out for these: Never use R-410A tools on A2L systems without verifying A2L rating. And — A2L does not mean safe to ignore — it still requires proper ventilation

Quick check: what is the maximum fine for knowingly venting refrigerant? If you don't know that number, go back and read it again.","HVAC EPA 608 Core Lesson 12 technical diagram with labeled components","ref-cycle-overview.png","","","What is the key concept of EPA 608 Core Lesson 12?","A2L refrigerants are the future of the HVAC industry","A2L refrigerants are the future of the HVAC industry","3"
"hvac-07-01","EPA 608 Type I — Small Appliances","1","Type I — Small Appliance Scope","Type I covers small appliances. Don't underestimate this section — it has tricky questions.

Type I covers factory-charged systems containing 5 lbs or less of refrigerant. This includes window AC units, PTACs, household refrigerators, freezers, dehumidifiers, water coolers, and vending machines. These systems are manufactured as sealed units and are not designed for field charging. The refrigerant circuit is typically brazed closed with no service ports.

Here are the key terms. Write these down.

Small Appliance: Factory-charged system with 5 lbs or less of refrigerant.

PTAC: Packaged Terminal Air Conditioner. Self-contained unit installed through a wall.

Here's why this matters on the job: Many entry-level jobs involve servicing small appliances in hotels, restaurants, and residential settings.

Watch out for these: 5 lbs is the cutoff for small appliances. And — Factory-charged means sealed at the factory

What is the maximum charge that defines a small appliance under EPA 608? That number is on the exam.","HVAC Type I — Small Appliance Scope technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-6116718a-264f-5d03-8e12-8b141debcd9d.mp4","hvac/audio/lesson-6116718a-264f-5d03-8e12-8b141debcd9d.mp3","What is the key concept of Type I — Small Appliance Scope?","Type I covers factory-charged systems containing 5 lbs or less of refrigerant","Type I covers factory-charged systems containing 5 lbs or less of refrigerant","3"
"hvac-07-02","EPA 608 Type I — Small Appliances","2","Type I — Recovery Requirements","Type I covers small appliances. Don't underestimate this section — it has tricky questions.

Type I recovery requirements: 90 percent recovery for operating systems, 80 percent for non-operating systems. Both self-contained and system-dependent recovery equipment can be used. System-dependent recovery uses the appliance own compressor or internal pressure to push refrigerant into the recovery vessel. If the compressor does not work you cannot achieve 90 percent which is why the non-operating requirement is lower at 80 percent.

Here are the key terms. Write these down.

Self-Contained Recovery: Uses its own compressor to pull refrigerant out of the system.

System-Dependent Recovery: Uses the appliance own compressor or pressure to push refrigerant out.

Here's why this matters on the job: Proper recovery technique prevents EPA violations and environmental damage.

Watch out for these: 90 percent for operating, 80 percent for non-operating. And — System-dependent relies on the appliance compressor working

What is the maximum charge that defines a small appliance under EPA 608? That number is on the exam.","HVAC Type I — Recovery Requirements technical diagram with labeled components","recovery-equipment.png","hvac/videos/lesson-4699611d-28a6-51ea-ad08-71715ef53a7b.mp4","hvac/audio/lesson-4699611d-28a6-51ea-ad08-71715ef53a7b.mp3","What is the key concept of Type I — Recovery Requirements?","Type I recovery requirements: 90 percent recovery for operating systems, 80 percent for non-operating systems","Type I recovery requirements: 90 percent recovery for operating systems, 80 percent for non-operating systems","3"
"hvac-07-03","EPA 608 Type I — Small Appliances","3","Type I — Service Procedures","Type I covers small appliances. Don't underestimate this section — it has tricky questions.

Self-contained recovery equipment has its own compressor and can recover refrigerant regardless of whether the appliance compressor works. It connects to the system through access valves or process tubes. The recovered refrigerant goes into an approved DOT recovery cylinder. Self-contained equipment must be certified by an EPA-approved testing organization.

Here are the key terms. Write these down.

Process Tube: A sealed copper tube on a small appliance that can be pierced for access to the refrigerant circuit.

Access Valve: A valve installed on the system to allow gauge and recovery equipment connection.

Here's why this matters on the job: Self-contained recovery is the more reliable method since it does not depend on the appliance working.

Watch out for these: Equipment must be EPA-certified. And — Recovery cylinders must be DOT-approved

What is the maximum charge that defines a small appliance under EPA 608? That number is on the exam.","HVAC Type I — Service Procedures technical diagram with labeled components","recovery-process.png","hvac/videos/lesson-597e92fe-4690-530f-839e-73099714e96e.mp4","hvac/audio/lesson-597e92fe-4690-530f-839e-73099714e96e.mp3","What is the key concept of Type I — Service Procedures?","Self-contained recovery equipment has its own compressor and can recover refrigerant regardless of whether the appliance compressor works","Self-contained recovery equipment has its own compressor and can recover refrigerant regardless of whether the appliance compressor works","3"
"hvac-07-04","EPA 608 Type I — Small Appliances","4","Type I Exam Practice","Type I covers small appliances. Don't underestimate this section — it has tricky questions.

Small appliances are exempt from the mandatory leak repair requirements that apply to larger systems. However refrigerant must still be recovered before disposal. This exemption exists because the cost of leak repair on a small appliance often exceeds the cost of replacement. Scrap dealers and recyclers must also recover refrigerant before processing appliances.

Here are the key terms. Write these down.

Leak Repair Exemption: Small appliances are exempt from mandatory leak repair rules but recovery is still required before disposal.

Here's why this matters on the job: Even though leak repair is not required you must still recover refrigerant before disposing of any appliance.

Watch out for these: Exemption is from leak REPAIR not from recovery. And — Scrap dealers must also recover refrigerant

What is the maximum charge that defines a small appliance under EPA 608? That number is on the exam.","HVAC Type I Exam Practice technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-c858274b-b270-5362-9203-25ee6d79398a.mp4","hvac/audio/lesson-c858274b-b270-5362-9203-25ee6d79398a.mp3","What is the key concept of Type I Exam Practice?","Small appliances are exempt from the mandatory leak repair requirements that apply to larger systems","Small appliances are exempt from the mandatory leak repair requirements that apply to larger systems","3"
"hvac-07-05","EPA 608 Type I — Small Appliances","5","Type I Practice Exam","Type I covers small appliances. Don't underestimate this section — it has tricky questions.

EPA 608 Type I practice exam covering small appliance definitions, recovery requirements, self-contained and system-dependent equipment, leak repair exemptions, and disposal requirements. 25 questions, must score 70 percent or higher.

Here's why this matters on the job: Type I certification allows you to work on small appliances legally.

Watch out for these: Know the 5 lb cutoff. And — Know 90/80 percent recovery requirements

What is the maximum charge that defines a small appliance under EPA 608? That number is on the exam.","HVAC Type I Practice Exam technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-d0a9f517-8ed8-59ac-8ab0-4dc5c5b249a6.mp4","hvac/audio/lesson-d0a9f517-8ed8-59ac-8ab0-4dc5c5b249a6.mp3","What is the key concept of Type I Practice Exam?","EPA 608 Type I practice exam covering small appliance definitions, recovery requirements, self-contained and system-dependent equipment, leak repair exemptions, and disposal requirements","EPA 608 Type I practice exam covering small appliance definitions, recovery requirements, self-contained and system-dependent equipment, leak repair exemptions, and disposal requirements","3"
"hvac-08-01","EPA 608 Type II — High-Pressure Systems","1","Type II — High-Pressure System Scope","Type II is the bread and butter of residential HVAC. This is what you'll use every day.

Type II covers high-pressure systems — the most common HVAC equipment including residential AC, commercial rooftop units, and heat pumps. These systems use refrigerants like R-410A, R-22, and R-134a that operate above atmospheric pressure on both the high and low sides. High-pressure systems have service ports for gauge connection and are designed for field service including charging, recovery, and component replacement.

Here are the key terms. Write these down.

High-Pressure System: System operating above atmospheric pressure on both sides. Includes most residential and commercial AC.

Here's why this matters on the job: Type II is the most important certification for residential and commercial HVAC technicians.

Watch out for these: Most of your career will involve Type II systems. And — R-410A operates at significantly higher pressures than R-22

What recovery level do you need on a system under 200 pounds using post-1993 equipment? Know that cold.","HVAC Type II — High-Pressure System Scope technical diagram with labeled components","manifold-gauges.png","hvac/videos/lesson-97b819f5-81ff-5e3a-a165-911b207121d5.mp4","hvac/audio/lesson-97b819f5-81ff-5e3a-a165-911b207121d5.mp3","What is the key concept of Type II — High-Pressure System Scope?","Type II covers high-pressure systems — the most common HVAC equipment including residential AC, commercial rooftop units, and heat pumps","Type II covers high-pressure systems — the most common HVAC equipment including residential AC, commercial rooftop units, and heat pumps","3"
"hvac-08-02","EPA 608 Type II — High-Pressure Systems","2","Type II — Evacuation Procedures","Type II is the bread and butter of residential HVAC. This is what you'll use every day.

Type II recovery requirements depend on system charge size. Systems under 200 lbs: recover to 0 psig. Systems 200 lbs or more: recover to 10 inches Hg vacuum. These levels apply when using recovery equipment manufactured after November 15, 1993. Recovery must be completed before opening the system for repair. The only exception is de minimis releases during normal connection and disconnection of gauges and hoses.

Here are the key terms. Write these down.

De Minimis Release: The small unavoidable release when connecting or disconnecting hoses. This is the only legal release.

Here's why this matters on the job: Know these recovery levels cold for the EPA 608 exam and for every service call.

Watch out for these: Under 200 lbs = 0 psig. And — Over 200 lbs = 10 inches Hg vacuum

What recovery level do you need on a system under 200 pounds using post-1993 equipment? Know that cold.","HVAC Type II — Evacuation Procedures technical diagram with labeled components","recovery-process.png","hvac/videos/lesson-6e675133-b0f8-5a85-ab4c-d0cf7bbf9f8e.mp4","hvac/audio/lesson-6e675133-b0f8-5a85-ab4c-d0cf7bbf9f8e.mp3","What is the key concept of Type II — Evacuation Procedures?","Type II recovery requirements depend on system charge size","Type II recovery requirements depend on system charge size","3"
"hvac-08-03","EPA 608 Type II — High-Pressure Systems","3","Type II — Charging Methods","Type II is the bread and butter of residential HVAC. This is what you'll use every day.

Leak detection methods: electronic leak detectors sense refrigerant vapor and alarm when concentration exceeds the threshold. UV dye is injected into the system and glows under UV light at the leak location. Soap bubbles applied to suspected leak points will bubble when refrigerant escapes. Nitrogen pressure testing pressurizes the system with dry nitrogen to check for pressure drop over time. Standing pressure test leaves the system pressurized overnight and checks for pressure drop the next day.

Here are the key terms. Write these down.

Electronic Leak Detector: Senses refrigerant vapor concentration. Must be calibrated before each use.

Standing Pressure Test: System pressurized with nitrogen overnight. Pressure drop indicates a leak.

Here's why this matters on the job: Finding leaks is one of the most time-consuming parts of HVAC service. Mastering multiple detection methods makes you more efficient.

Watch out for these: Calibrate electronic detectors before each use. And — Never pressurize with oxygen — explosion risk

What recovery level do you need on a system under 200 pounds using post-1993 equipment? Know that cold.","HVAC Type II — Charging Methods technical diagram with labeled components","charging-superheat.png","hvac/videos/lesson-380699d9-f6a0-5d7e-a09a-2b69bb4aff76.mp4","hvac/audio/lesson-380699d9-f6a0-5d7e-a09a-2b69bb4aff76.mp3","What is the key concept of Type II — Charging Methods?","Leak detection methods: electronic leak detectors sense refrigerant vapor and alarm when concentration exceeds the threshold","Leak detection methods: electronic leak detectors sense refrigerant vapor and alarm when concentration exceeds the threshold","3"
"hvac-08-04","EPA 608 Type II — High-Pressure Systems","4","Type II — Leak Repair Requirements","Type II is the bread and butter of residential HVAC. This is what you'll use every day.

Evacuation removes moisture and non-condensable gases from the system after repair. Connect the vacuum pump through the manifold gauges. Pull vacuum to 500 microns or below. Close the valve and monitor with a micron gauge. The system should hold below 1000 microns for 10 minutes. If it rises above 1000 microns there is either a leak or residual moisture. Triple evacuation (vacuum, break with nitrogen, vacuum, break with nitrogen, final vacuum) is more effective at removing moisture than a single deep vacuum.

Here are the key terms. Write these down.

Evacuation: Using a vacuum pump to remove moisture and non-condensable gases from the refrigerant circuit.

Triple Evacuation: Pull vacuum, break with nitrogen, repeat three times. More effective at removing moisture.

Micron Gauge: Measures deep vacuum levels. System must hold below 500 microns.

Here's why this matters on the job: Proper evacuation prevents acid formation that destroys compressors. Cutting corners here causes callbacks.

Watch out for these: 500 microns or below is the target. And — Monitor for 10 minutes after closing the valve

What recovery level do you need on a system under 200 pounds using post-1993 equipment? Know that cold.","HVAC Type II — Leak Repair Requirements technical diagram with labeled components","leak-detection.png","hvac/videos/lesson-6fd12be2-26ff-5def-be3c-82af250b6441.mp4","hvac/audio/lesson-6fd12be2-26ff-5def-be3c-82af250b6441.mp3","What is the key concept of Type II — Leak Repair Requirements?","Evacuation removes moisture and non-condensable gases from the system after repair","Evacuation removes moisture and non-condensable gases from the system after repair","3"
"hvac-08-05","EPA 608 Type II — High-Pressure Systems","5","Type II Exam Practice","Type II is the bread and butter of residential HVAC. This is what you'll use every day.

Leak repair requirements for high-pressure comfort cooling systems: if the annual leak rate exceeds 10 percent the owner must repair the leak within 30 days. For commercial refrigeration the trigger is 20 percent. Leak rate is calculated as the amount of refrigerant added divided by the total system charge. If repair is not economically feasible the owner can develop a retrofit or retirement plan.

Here are the key terms. Write these down.

Leak Rate: Annual refrigerant loss as a percentage of total charge. Comfort cooling trigger is 10 percent.

Here's why this matters on the job: Document all refrigerant added to a system. This data is needed to calculate leak rates and comply with regulations.

Watch out for these: 10 percent for comfort cooling. And — 20 percent for commercial refrigeration

What recovery level do you need on a system under 200 pounds using post-1993 equipment? Know that cold.","HVAC Type II Exam Practice technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-c0d9690c-2ba4-5c77-944f-83bc18d076a8.mp4","hvac/audio/lesson-c0d9690c-2ba4-5c77-944f-83bc18d076a8.mp3","What is the key concept of Type II Exam Practice?","Leak repair requirements for high-pressure comfort cooling systems: if the annual leak rate exceeds 10 percent the owner must repair the leak within 30 days","Leak repair requirements for high-pressure comfort cooling systems: if the annual leak rate exceeds 10 percent the owner must repair the leak within 30 days","3"
"hvac-08-06","EPA 608 Type II — High-Pressure Systems","6","Type II — Recovery Methods","Type II is the bread and butter of residential HVAC. This is what you'll use every day.

Recovery equipment lab: connect recovery machine to a system, recover refrigerant to required levels, weigh the recovered amount, properly handle the recovery cylinder. Practice connecting manifold gauges, operating the recovery machine, monitoring pressures during recovery, and verifying recovery is complete.

Here's why this matters on the job: You will use recovery equipment on every major repair. Speed and proper technique matter.

Watch out for these: Never overfill recovery cylinders past 80 percent. And — Verify recovery is complete before opening the system

What recovery level do you need on a system under 200 pounds using post-1993 equipment? Know that cold.","HVAC Type II — Recovery Methods technical diagram with labeled components","recovery-equipment.png","hvac/videos/lesson-22f4cbd7-49ea-5fb4-99d0-5d70a9cb876c.mp4","hvac/audio/lesson-22f4cbd7-49ea-5fb4-99d0-5d70a9cb876c.mp3","What is the key concept of Type II — Recovery Methods?","Recovery equipment lab: connect recovery machine to a system, recover refrigerant to required levels, weigh the recovered amount, properly handle the recovery cylinder","Recovery equipment lab: connect recovery machine to a system, recover refrigerant to required levels, weigh the recovered amount, properly handle the recovery cylinder","3"
"hvac-08-07","EPA 608 Type II — High-Pressure Systems","7","Type II Practice Exam","Type II is the bread and butter of residential HVAC. This is what you'll use every day.

EPA 608 Type II practice exam covering high-pressure system identification, recovery requirements by charge size, leak detection methods, evacuation procedures, leak repair requirements, and recovery equipment operation. 25 questions, 70 percent to pass.

Here's why this matters on the job: Type II is the certification you will use most in your career.

Watch out for these: Know recovery levels for under and over 200 lbs. And — Know leak repair trigger rates

What recovery level do you need on a system under 200 pounds using post-1993 equipment? Know that cold.","HVAC Type II Practice Exam technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-bdb91a6e-6f15-5f4c-bb28-fd7260525f57.mp4","hvac/audio/lesson-bdb91a6e-6f15-5f4c-bb28-fd7260525f57.mp3","What is the key concept of Type II Practice Exam?","EPA 608 Type II practice exam covering high-pressure system identification, recovery requirements by charge size, leak detection methods, evacuation procedures, leak repair requirements, and recovery equipment operation","EPA 608 Type II practice exam covering high-pressure system identification, recovery requirements by charge size, leak detection methods, evacuation procedures, leak repair requirements, and recovery equipment operation","3"
"hvac-09-01","EPA 608 Type III — Low-Pressure Systems","1","Type III — Low-Pressure Chiller Scope","Type III covers low-pressure chillers. These are commercial systems — big equipment, big consequences.

Type III covers low-pressure systems primarily centrifugal chillers used in large commercial buildings. These systems use refrigerants like R-11, R-123, and R-245fa that boil at temperatures above typical conditions at atmospheric pressure. Because of this the systems operate below atmospheric pressure (in a vacuum) during normal operation. This means air leaks INTO the system rather than refrigerant leaking out.

Here are the key terms. Write these down.

Low-Pressure System: Operates below atmospheric pressure. Air leaks in rather than refrigerant leaking out.

Centrifugal Chiller: Large commercial cooling system using a centrifugal compressor and low-pressure refrigerant.

Here's why this matters on the job: Type III is less common for residential technicians but required for Universal certification and commercial building work.

Watch out for these: Low-pressure systems operate in a vacuum. And — Air leaks IN not refrigerant leaks OUT

Why does a low-pressure system have air leaking in rather than refrigerant leaking out? Think about the pressure relationship.","HVAC Type III — Low-Pressure Chiller Scope technical diagram with labeled components","epa608-overview.png","hvac/videos/lesson-68964a49-cfe1-5a4a-8e57-41a1dc3290e2.mp4","hvac/audio/lesson-68964a49-cfe1-5a4a-8e57-41a1dc3290e2.mp3","What is the key concept of Type III — Low-Pressure Chiller Scope?","Type III covers low-pressure systems primarily centrifugal chillers used in large commercial buildings","Type III covers low-pressure systems primarily centrifugal chillers used in large commercial buildings","3"
"hvac-09-02","EPA 608 Type III — Low-Pressure Systems","2","Type III — Purge Units","Type III covers low-pressure chillers. These are commercial systems — big equipment, big consequences.

Type III recovery requirements: systems under 200 lbs recover to 0 psig. Systems 200 lbs or more recover to 25 mm Hg absolute. These levels are different from Type II because low-pressure systems operate differently. Recovery from low-pressure systems is slower because the refrigerant is at or below atmospheric pressure and must be heated or pressurized to move it.

Here are the key terms. Write these down.

25 mm Hg Absolute: Recovery target for low-pressure systems 200 lbs or more. Measured in absolute pressure.

Here's why this matters on the job: Low-pressure recovery requires patience and proper technique.

Watch out for these: Under 200 lbs = 0 psig. And — Over 200 lbs = 25 mm Hg absolute

Why does a low-pressure system have air leaking in rather than refrigerant leaking out? Think about the pressure relationship.","HVAC Type III — Purge Units technical diagram with labeled components","recovery-process.png","hvac/videos/lesson-45de4da6-e35e-531f-bfc5-bc99501e7acd.mp4","hvac/audio/lesson-45de4da6-e35e-531f-bfc5-bc99501e7acd.mp3","What is the key concept of Type III — Purge Units?","Type III recovery requirements: systems under 200 lbs recover to 0 psig","Type III recovery requirements: systems under 200 lbs recover to 0 psig","3"
"hvac-09-03","EPA 608 Type III — Low-Pressure Systems","3","Type III — Recovery Procedures","Type III covers low-pressure chillers. These are commercial systems — big equipment, big consequences.

A purge unit removes air and non-condensable gases that leak into low-pressure systems. Since the system operates below atmospheric pressure air constantly tries to enter through any imperfection in seals, gaskets, or joints. The purge unit monitors the condenser and removes accumulated air. High purge unit run time indicates excessive air leaks that need to be found and repaired.

Here are the key terms. Write these down.

Purge Unit: Removes air and non-condensables that leak into low-pressure systems.

Here's why this matters on the job: Monitoring purge unit run time is a key maintenance indicator for chiller health.

Watch out for these: High purge run time means excessive air leaks. And — Air in the system raises head pressure and reduces efficiency

Why does a low-pressure system have air leaking in rather than refrigerant leaking out? Think about the pressure relationship.","HVAC Type III — Recovery Procedures technical diagram with labeled components","recovery-equipment.png","hvac/videos/lesson-cffd498d-d142-59c7-ac7d-fda4bab63015.mp4","hvac/audio/lesson-cffd498d-d142-59c7-ac7d-fda4bab63015.mp3","What is the key concept of Type III — Recovery Procedures?","A purge unit removes air and non-condensable gases that leak into low-pressure systems","A purge unit removes air and non-condensable gases that leak into low-pressure systems","3"
